GSTIN,Transaction_Amount,Tax_Amount,ITC_Claimed,Transaction_Frequency,Filing_Delay,Invoice_Mismatch,Return_Filing_Status,Business_Type,Previous_Fraud_History,Fraud_Label
2113,187505,33750.9,30981.44,6,4,No,Delayed,Manufacturer,No,0
2114,264084,47535.12,37408.31,13,4,No,Delayed,Wholesaler,No,0
2115,388492,69928.56,62725.07,23,1,No,Delayed,Wholesaler,No,0
2116,260309,46855.62,36783.66,28,2,No,Delayed,Wholesaler,No,0
2117,360129,64823.22,60328.67,12,2,No,Delayed,Manufacturer,No,0
2118,168818,30387.24,52898.33,65,10,Yes,Delayed,Service,Yes,1
2119,481058,86590.44,63684.12,21,0,No,On_Time,Retailer,No,0
2120,106950,19251.0,17818.67,7,4,No,Delayed,Wholesaler,No,0
2121,178217,32079.06,49329.65,35,5,Yes,Delayed,Wholesaler,Yes,1
2122,30951,5571.18,6603.47,48,9,Yes,Delayed,Retailer,No,1
2123,136534,24576.12,31561.7,39,10,Yes,Delayed,Service,Yes,1
2124,101865,18335.7,26403.72,45,12,Yes,Delayed,Wholesaler,Yes,1
2125,423450,76221.0,67943.85,7,0,No,On_Time,Service,No,0
2126,191593,34486.74,26603.91,5,0,No,On_Time,Retailer,No,0
2127,135702,24426.36,22301.57,9,4,No,Delayed,Service,No,0
2128,208937,37608.66,32252.9,19,3,No,Delayed,Service,No,0
2129,339653,61137.54,45588.56,17,2,No,Delayed,Retailer,No,0
2130,207865,37415.7,36410.2,19,2,No,Delayed,Retailer,No,0
2131,121174,21811.32,20135.02,25,2,No,Delayed,Retailer,No,0
2132,311841,56131.38,39375.49,22,1,No,Delayed,Wholesaler,No,0
2133,287045,51668.1,46067.9,7,4,No,Delayed,Wholesaler,No,0
2134,323011,58141.98,53574.22,22,1,No,Delayed,Manufacturer,No,0
2135,467519,84153.42,64840.89,12,0,No,On_Time,Wholesaler,No,0
2136,475054,85509.72,71254.04,16,3,No,Delayed,Wholesaler,No,0
2137,455331,81959.58,125571.39,36,8,Yes,Delayed,Service,Yes,1
2138,412460,74242.8,64212.75,13,3,No,Delayed,Manufacturer,No,0
2139,78232,14081.76,12257.66,6,4,No,Delayed,Manufacturer,No,0
2140,148982,26816.76,24856.51,23,2,No,Delayed,Manufacturer,No,0
2141,214300,38574.0,73590.54,50,14,Yes,Delayed,Wholesaler,Yes,1
2142,138068,24852.24,21021.14,16,1,No,Delayed,Service,No,0
2143,39873,7177.14,6689.01,11,1,No,Delayed,Wholesaler,No,0
2144,283412,51014.16,36285.99,16,2,No,Delayed,Manufacturer,No,0
2145,34918,6285.24,5238.69,22,1,No,Delayed,Manufacturer,No,0
2146,220171,39630.78,54246.81,54,14,Yes,Delayed,Wholesaler,Yes,1
2147,357608,64369.44,111140.23,37,13,Yes,Delayed,Manufacturer,Yes,1
2148,169156,30448.08,22387.36,16,4,No,Delayed,Manufacturer,No,0
2149,269013,48422.34,71945.83,33,12,Yes,Delayed,Wholesaler,Yes,1
2150,171848,30932.64,50055.4,56,11,Yes,Delayed,Retailer,No,1
2151,33086,5955.48,5388.17,12,1,No,Delayed,Service,No,0
2152,148355,26703.9,49861.39,46,10,Yes,Delayed,Manufacturer,No,1
2153,224469,40404.42,34254.3,29,0,No,On_Time,Retailer,No,0
2154,143332,25799.76,23144.86,10,0,No,On_Time,Retailer,No,0
2155,496834,89430.12,66515.69,24,0,No,On_Time,Wholesaler,No,0
2156,270705,48726.9,61088.15,56,12,Yes,Delayed,Wholesaler,Yes,1
2157,30044,5407.92,4043.99,23,3,No,Delayed,Wholesaler,No,0
2158,282555,50859.9,88129.25,42,13,Yes,Delayed,Wholesaler,No,1
2159,148117,26661.06,52591.64,48,8,Yes,Delayed,Retailer,Yes,1
2160,41589,7486.02,5990.22,28,4,No,Delayed,Service,No,0
2161,422028,75965.04,120370.08,68,8,Yes,Delayed,Retailer,Yes,1
2162,351974,63355.32,44376.83,5,3,Yes,Delayed,Wholesaler,No,0
2163,203242,36583.56,26976.14,24,3,No,Delayed,Manufacturer,No,0
2164,364434,65598.12,52866.62,24,3,No,Delayed,Retailer,No,0
2165,498633,89753.94,70600.01,23,2,Yes,Delayed,Manufacturer,No,0
2166,465884,83859.12,107270.41,40,9,Yes,Delayed,Retailer,No,1
2167,82219,14799.42,19565.91,32,8,Yes,Delayed,Service,Yes,1
2168,169950,30591.0,23726.88,25,4,No,Delayed,Manufacturer,No,0
2169,197435,35538.3,31733.94,18,0,No,On_Time,Retailer,No,0
2170,484288,87171.84,77979.55,27,4,No,Delayed,Service,No,0
2171,312905,56322.9,45450.01,5,4,Yes,Delayed,Retailer,No,0
2172,409029,73625.22,134232.59,59,9,Yes,Delayed,Retailer,Yes,1
2173,288642,51955.56,36590.96,5,3,No,Delayed,Service,No,0
2174,443855,79893.9,75460.68,26,0,No,On_Time,Retailer,No,0
2175,401637,72294.66,60525.18,13,3,No,Delayed,Retailer,No,0
2176,361716,65108.88,45905.06,16,3,No,Delayed,Manufacturer,No,0
2177,420356,75664.08,147145.48,56,5,No,Delayed,Service,No,1
2178,72112,12980.16,9704.49,13,2,No,Delayed,Retailer,No,0
2179,476383,85748.94,169354.73,58,10,Yes,Delayed,Wholesaler,Yes,1
2180,303271,54588.78,42613.18,25,2,No,Delayed,Wholesaler,No,0
2181,250678,45122.04,62601.65,50,6,Yes,Delayed,Wholesaler,Yes,1
2182,237506,42751.08,35780.84,27,4,No,Delayed,Retailer,No,0
2183,196351,35343.18,31644.2,8,4,No,Delayed,Wholesaler,No,0
2184,264606,47629.08,53164.95,66,13,Yes,Delayed,Manufacturer,Yes,1
2185,490579,88304.22,85447.01,6,3,No,Delayed,Wholesaler,No,0
2186,276013,49682.34,93074.87,69,11,Yes,Delayed,Wholesaler,No,1
2187,33446,6020.28,4868.44,16,4,No,Delayed,Manufacturer,No,0
2188,282654,50877.72,41392.76,16,1,No,Delayed,Retailer,No,0
2189,397688,71583.84,53526.71,13,4,No,Delayed,Retailer,No,0
2190,186774,33619.32,24278.94,8,4,No,Delayed,Manufacturer,No,0
2191,456799,82223.82,67778.47,8,1,No,Delayed,Service,Yes,0
2192,295428,53177.04,39797.14,9,0,No,On_Time,Wholesaler,No,0
2193,270226,48640.68,46101.85,21,0,No,On_Time,Manufacturer,No,0
2194,255352,45963.36,38777.52,19,2,No,Delayed,Retailer,No,0
2195,304743,54853.74,52332.01,17,2,No,Delayed,Service,No,0
2196,64645,11636.1,17017.1,55,9,Yes,Delayed,Retailer,No,1
2197,20567,3702.06,5576.75,51,13,Yes,Delayed,Wholesaler,Yes,1
2198,185150,33327.0,46536.98,30,6,Yes,Delayed,Retailer,Yes,1
2199,233717,42069.06,40736.81,19,4,No,Delayed,Service,No,0
2200,466120,83901.6,81896.26,22,3,No,Delayed,Service,No,0
2201,139851,25173.18,33572.2,37,7,Yes,Delayed,Retailer,Yes,1
2202,49328,8879.04,7564.17,17,2,No,Delayed,Retailer,No,0
2203,499946,89990.28,78275.65,19,1,No,Delayed,Wholesaler,No,0
2204,97052,17469.36,14935.91,21,1,No,Delayed,Retailer,No,0
2205,430411,77473.98,63076.76,25,2,No,Delayed,Retailer,No,0
2206,173041,31147.38,44675.22,33,8,Yes,Delayed,Service,Yes,1
2207,115153,20727.54,17026.49,10,2,No,Delayed,Retailer,No,0
2208,368349,66302.82,56786.74,10,4,No,Delayed,Service,No,0
2209,54498,9809.64,9468.34,14,3,No,Delayed,Wholesaler,No,0
2210,284383,51188.94,79329.3,48,5,Yes,Delayed,Manufacturer,Yes,1
2211,231516,41672.88,40690.24,20,0,No,On_Time,Service,No,0
2212,394533,71015.94,51439.9,9,1,No,Delayed,Service,No,0
2213,62107,11179.26,7862.72,14,0,No,On_Time,Retailer,No,0
2214,453347,81602.46,120291.11,46,13,Yes,Delayed,Service,Yes,1
2215,334064,60131.52,46513.98,9,4,No,Delayed,Retailer,No,0
2216,174714,31448.52,28385.52,6,3,No,Delayed,Wholesaler,No,0
2217,206322,37137.96,35242.19,12,0,No,On_Time,Retailer,No,0
2218,489064,88031.52,81924.3,28,4,No,Delayed,Service,No,0
2219,29659,5338.62,4981.0,23,0,No,On_Time,Wholesaler,No,0
2220,209867,37776.06,30935.2,12,1,No,Delayed,Wholesaler,No,0
2221,281176,50611.68,100406.98,57,6,Yes,Delayed,Service,Yes,1
2222,344446,62000.28,53805.19,27,1,No,Delayed,Retailer,No,0
2223,66627,11992.86,10949.3,9,2,No,Delayed,Retailer,No,0
2224,317172,57090.96,72918.87,46,10,Yes,Delayed,Service,Yes,1
2225,465358,83764.44,63557.94,20,4,No,Delayed,Service,No,0
2226,379561,68320.98,59118.6,25,0,No,On_Time,Service,No,0
2227,476832,85829.76,81892.97,11,2,No,Delayed,Retailer,No,0
2228,369429,66497.22,48900.97,9,0,No,On_Time,Manufacturer,No,0
2229,74361,13384.98,24505.0,55,9,Yes,Delayed,Manufacturer,Yes,1
2230,404868,72876.24,53401.71,25,2,No,Delayed,Service,No,0
2231,298927,53806.86,65998.85,61,8,Yes,Delayed,Retailer,Yes,1
2232,251262,45227.16,37783.25,23,3,No,Delayed,Service,No,0
2233,168069,30252.42,26993.09,28,3,No,Delayed,Wholesaler,No,0
2234,310065,55811.7,40988.96,17,2,No,Delayed,Service,No,0
2235,378427,68116.86,49330.56,19,3,No,Delayed,Retailer,No,0
2236,59116,10640.88,9317.67,10,1,No,Delayed,Manufacturer,No,0
2237,425941,76669.38,142431.59,41,12,Yes,Delayed,Retailer,Yes,1
2238,53372,9606.96,6837.53,27,4,No,Delayed,Manufacturer,No,0
2239,41912,7544.16,12192.49,63,8,Yes,Delayed,Retailer,No,1
2240,314739,56653.02,51275.93,23,1,No,Delayed,Service,No,0
2241,93721,16869.78,32526.66,51,11,Yes,Delayed,Retailer,No,1
2242,343869,61896.42,123489.75,66,7,Yes,Delayed,Wholesaler,Yes,1
2243,31446,5660.28,7442.64,55,12,Yes,Delayed,Wholesaler,No,1
2244,178461,32122.98,59408.72,37,7,Yes,Delayed,Manufacturer,Yes,1
2245,466610,83989.8,146538.6,41,6,Yes,Delayed,Wholesaler,No,1
2246,84442,15199.56,11043.51,14,4,No,Delayed,Manufacturer,No,0
2247,413552,74439.36,58770.07,20,3,No,Delayed,Retailer,No,0
2248,35816,6446.88,5074.16,28,3,No,Delayed,Service,No,0
2249,321839,57931.02,79271.38,38,13,Yes,Delayed,Service,No,1
2250,467291,84112.38,67476.92,17,2,No,Delayed,Retailer,No,0
2251,331402,59652.36,112425.59,58,12,Yes,Delayed,Service,Yes,1
2252,494609,89029.62,67199.39,28,1,No,Delayed,Wholesaler,No,0
2253,193000,34740.0,33798.89,16,0,No,On_Time,Retailer,No,0
2254,357962,64433.16,56202.48,20,0,No,On_Time,Retailer,No,0
2255,154013,27722.34,20680.08,27,3,No,Delayed,Manufacturer,No,0
2256,267249,48104.82,35118.65,10,1,No,Delayed,Manufacturer,No,0
2257,280855,50553.9,40897.83,6,3,No,Delayed,Retailer,No,0
2258,241853,43533.54,41800.6,12,4,No,Delayed,Manufacturer,No,0
2259,103708,18667.44,14351.72,24,0,No,On_Time,Manufacturer,No,0
2260,209521,37713.78,32364.06,9,4,No,Delayed,Service,No,0
2261,104655,18837.9,16399.8,27,3,No,Delayed,Retailer,No,0
2262,217097,39077.46,76540.42,54,5,Yes,Delayed,Manufacturer,Yes,1
2263,122789,22102.02,15884.5,21,3,No,Delayed,Wholesaler,No,0
2264,243308,43795.44,35924.91,13,3,No,Delayed,Wholesaler,No,0
2265,400535,72096.3,57186.0,15,0,No,On_Time,Manufacturer,No,0
2266,386606,69589.08,48934.28,18,2,No,Delayed,Manufacturer,No,0
2267,180914,32564.52,25094.58,23,4,No,Delayed,Retailer,No,0
2268,168539,30337.02,29320.56,17,0,No,On_Time,Manufacturer,No,0
2269,26292,4732.56,3367.42,16,4,No,Delayed,Service,No,0
2270,131327,23638.86,18540.54,24,0,No,On_Time,Wholesaler,No,0
2271,67207,12097.26,9711.05,29,2,No,Delayed,Wholesaler,No,0
2272,421077,75793.86,90452.18,62,7,Yes,Delayed,Manufacturer,Yes,1
2273,290027,52204.86,80212.4,49,7,Yes,Delayed,Manufacturer,Yes,1
2274,458247,82484.46,60384.33,11,4,No,Delayed,Service,No,0
2275,43525,7834.5,6713.37,24,1,No,Delayed,Wholesaler,No,0
2276,117157,21088.26,19105.99,14,0,No,On_Time,Retailer,No,0
2277,121889,21940.02,16935.78,16,0,No,On_Time,Wholesaler,No,0
2278,461035,82986.3,162471.59,63,12,Yes,Delayed,Wholesaler,Yes,1
2279,194885,35079.3,27649.59,27,0,No,On_Time,Wholesaler,No,0
2280,83277,14989.86,11733.74,7,4,No,Delayed,Manufacturer,No,0
2281,474911,85483.98,64099.79,10,1,No,Delayed,Service,No,0
2282,424472,76404.96,71831.73,21,2,No,Delayed,Manufacturer,No,0
2283,26191,4714.38,4403.71,6,3,No,Delayed,Manufacturer,No,0
2284,204188,36753.84,29205.76,17,1,No,Delayed,Retailer,No,0
2285,218260,39286.8,34376.24,26,4,No,Delayed,Retailer,No,0
2286,489871,88176.78,62580.87,25,1,No,Delayed,Service,No,0
2287,179587,32325.66,25243.18,27,3,No,Delayed,Retailer,No,0
2288,417650,75177.0,55249.54,27,1,No,Delayed,Manufacturer,No,0
2289,159112,28640.16,25801.15,27,1,No,Delayed,Wholesaler,No,0
2290,326015,58682.7,46432.64,20,3,Yes,Delayed,Manufacturer,No,0
2291,410686,73923.48,70150.17,21,4,Yes,Delayed,Service,No,0
2292,72601,13068.18,11288.27,28,3,No,Delayed,Manufacturer,No,0
2293,283302,50994.36,45394.63,14,3,No,Delayed,Service,No,0
2294,375871,67656.78,56476.95,22,3,No,Delayed,Wholesaler,No,0
2295,452900,81522.0,143521.79,32,12,Yes,Delayed,Wholesaler,Yes,1
2296,133649,24056.82,20505.32,21,1,No,Delayed,Retailer,No,0
2297,469843,84571.74,63204.61,15,4,No,Delayed,Retailer,No,0
2298,351115,63200.7,51350.71,13,1,No,Delayed,Retailer,No,0
2299,228811,41185.98,34556.44,14,0,No,On_Time,Retailer,No,0
2300,457284,82311.12,63745.9,18,4,No,Delayed,Retailer,No,0
2301,487412,87734.16,76186.65,9,1,No,Delayed,Retailer,No,0
2302,153279,27590.22,31536.17,38,13,Yes,Delayed,Retailer,Yes,1
2303,55704,10026.72,9042.6,23,4,No,Delayed,Wholesaler,No,0
2304,409871,73776.78,70317.75,8,3,No,Delayed,Retailer,No,0
2305,120234,21642.12,20169.69,24,2,No,Delayed,Wholesaler,No,0
2306,293590,52846.2,64126.22,43,7,Yes,Delayed,Manufacturer,Yes,1
2307,279693,50344.74,48306.07,7,3,No,Delayed,Manufacturer,No,0
2308,483484,87027.12,96024.93,61,10,Yes,Delayed,Retailer,No,1
2309,400069,72012.42,52979.53,14,2,No,Delayed,Service,No,0
2310,177605,31968.9,48153.7,41,10,Yes,Delayed,Service,Yes,1
2311,491641,88495.38,64388.39,24,3,No,Delayed,Retailer,No,0
2312,475514,85592.52,106019.64,49,9,Yes,Delayed,Service,Yes,1
2313,126770,22818.6,19253.87,25,1,No,Delayed,Wholesaler,No,0
2314,181796,32723.28,51733.77,56,12,Yes,Delayed,Retailer,Yes,1
2315,345483,62186.94,47297.16,23,1,No,Delayed,Manufacturer,No,0
2316,300277,54049.86,41691.08,19,2,No,Delayed,Retailer,No,0
2317,326304,58734.72,41850.27,15,4,Yes,Delayed,Service,No,0
2318,323241,58183.38,51765.21,11,4,No,Delayed,Wholesaler,No,0
2319,226311,40735.98,31684.56,8,4,No,Delayed,Service,No,0
2320,499080,89834.4,86397.67,13,3,No,Delayed,Wholesaler,No,0
2321,255289,45952.02,40227.13,22,4,Yes,Delayed,Service,No,0
2322,54308,9775.44,8060.3,26,0,No,On_Time,Retailer,No,0
2323,305215,54938.7,64807.79,62,8,Yes,Delayed,Manufacturer,Yes,1
2324,176471,31764.78,22805.32,6,3,No,Delayed,Manufacturer,No,0
2325,421263,75827.34,107131.89,61,5,Yes,Delayed,Service,Yes,1
2326,432122,77781.96,71979.81,21,2,No,Delayed,Retailer,No,0
2327,144997,26099.46,21915.31,9,1,No,Delayed,Manufacturer,No,0
2328,281941,50749.38,94354.68,43,10,Yes,Delayed,Service,Yes,1
2329,93360,16804.8,13839.36,29,4,No,Delayed,Service,No,0
2330,101205,18216.9,14336.12,18,2,No,Delayed,Retailer,No,0
2331,314264,56567.52,51662.43,20,2,No,Delayed,Retailer,No,0
2332,330692,59524.56,48271.2,23,2,No,Delayed,Retailer,No,0
2333,310889,55960.02,40397.97,13,3,No,Delayed,Retailer,No,0
2334,10944,1969.92,2501.32,68,7,Yes,Delayed,Wholesaler,Yes,1
2335,279051,50229.18,58389.2,31,9,Yes,Delayed,Service,Yes,1
2336,34102,6138.36,4626.46,19,4,No,Delayed,Service,No,0
2337,37690,6784.2,5991.13,22,4,No,Delayed,Service,No,0
2338,319750,57555.0,51812.24,11,1,No,Delayed,Manufacturer,No,0
2339,460626,82912.68,73472.57,22,4,No,Delayed,Service,Yes,0
2340,18888,3399.84,3071.94,26,0,No,On_Time,Manufacturer,No,0
2341,240487,43287.66,36683.06,23,1,No,Delayed,Service,No,0
2342,77664,13979.52,11007.42,21,0,No,On_Time,Manufacturer,No,0
2343,314587,56625.66,70308.72,49,5,Yes,Delayed,Wholesaler,Yes,1
2344,314604,56628.72,49810.06,6,4,No,Delayed,Service,No,0
2345,494222,88959.96,71618.91,17,0,No,On_Time,Wholesaler,No,0
2346,496383,89348.94,73361.82,6,4,No,Delayed,Service,No,0
2347,147912,26624.16,20803.59,21,4,No,Delayed,Retailer,No,0
2348,230533,41495.94,30774.56,20,1,No,Delayed,Service,No,0
2349,337507,60751.26,67607.0,61,14,Yes,Delayed,Wholesaler,Yes,1
2350,251443,45259.74,42929.65,26,2,No,Delayed,Retailer,No,0
2351,302248,54404.64,100250.0,56,5,No,Delayed,Wholesaler,Yes,1
2352,138404,24912.72,20565.55,8,3,No,Delayed,Wholesaler,No,0
2353,41346,7442.28,6713.24,9,4,No,Delayed,Wholesaler,No,0
2354,339287,61071.66,44819.27,5,3,No,Delayed,Retailer,No,0
2355,21826,3928.68,2835.7,22,4,No,Delayed,Service,No,0
2356,216089,38896.02,43058.11,64,10,Yes,Delayed,Service,Yes,1
2357,466179,83912.22,99834.86,69,8,Yes,Delayed,Manufacturer,Yes,1
2358,97340,17521.2,13143.88,9,0,No,On_Time,Retailer,No,0
2359,23429,4217.22,3205.62,9,2,No,Delayed,Manufacturer,No,0
2360,209888,37779.84,30444.17,10,1,No,Delayed,Service,No,0
2361,429614,77330.52,151775.92,47,5,Yes,Delayed,Service,Yes,1
2362,426796,76823.28,69270.82,21,3,No,Delayed,Wholesaler,No,0
2363,373455,67221.9,59699.0,25,1,No,Delayed,Manufacturer,No,0
2364,126737,22812.66,22285.35,29,1,No,Delayed,Service,No,0
2365,375212,67538.16,63250.74,20,0,No,On_Time,Retailer,No,0
2366,477720,85989.6,61006.26,7,4,No,Delayed,Manufacturer,No,0
2367,201707,36307.26,30183.56,22,3,No,Delayed,Manufacturer,No,0
2368,446697,80405.46,122475.54,69,7,Yes,Delayed,Wholesaler,No,1
2369,197313,35516.34,31201.09,6,4,No,Delayed,Wholesaler,No,0
2370,284025,51124.5,45765.91,25,1,No,Delayed,Wholesaler,No,0
2371,168987,30417.66,48078.91,56,14,Yes,Delayed,Manufacturer,No,1
2372,377808,68005.44,63307.79,22,0,No,On_Time,Service,No,0
2373,109599,19727.82,27958.12,47,5,Yes,Delayed,Manufacturer,Yes,1
2374,404836,72870.48,59281.09,7,0,No,On_Time,Wholesaler,No,0
2375,25861,4654.98,3347.77,26,3,No,Delayed,Wholesaler,No,0
2376,115025,20704.5,25157.31,47,5,Yes,Delayed,Wholesaler,Yes,1
2377,336009,60481.62,43427.83,14,2,No,Delayed,Wholesaler,No,0
2378,435751,78435.18,58658.89,6,4,No,Delayed,Manufacturer,No,0
2379,443714,79868.52,61361.06,11,1,No,Delayed,Service,No,0
2380,385579,69404.22,57317.83,5,1,No,Delayed,Retailer,No,0
2381,60969,10974.42,9901.64,11,3,No,Delayed,Wholesaler,No,0
2382,13192,2374.56,2155.27,7,2,No,Delayed,Service,No,0
2383,430218,77439.24,154496.95,69,7,Yes,Delayed,Retailer,Yes,1
2384,65114,11720.52,11201.95,14,2,No,Delayed,Wholesaler,No,0
2385,152290,27412.2,25352.33,7,0,No,On_Time,Wholesaler,No,0
2386,202261,36406.98,27138.71,27,2,No,Delayed,Manufacturer,No,0
2387,419508,75511.44,102589.64,37,14,Yes,Delayed,Retailer,No,1
2388,14841,2671.38,2544.74,11,1,No,Delayed,Manufacturer,No,0
2389,158515,28532.7,38128.11,53,10,Yes,Delayed,Retailer,Yes,1
2390,254826,45868.68,39543.23,26,4,No,Delayed,Service,No,0
2391,64604,11628.72,10255.01,26,4,No,Delayed,Manufacturer,No,0
2392,118957,21412.26,18508.98,24,1,No,Delayed,Service,No,0
2393,169224,30460.32,29121.38,17,2,No,Delayed,Service,No,0
2394,423870,76296.6,61591.83,28,0,No,On_Time,Wholesaler,No,0
2395,394333,70979.94,58170.44,7,2,No,Delayed,Manufacturer,No,0
2396,389648,70136.64,128218.97,62,11,Yes,Delayed,Manufacturer,Yes,1
2397,172812,31106.16,26148.0,20,3,No,Delayed,Manufacturer,No,0
2398,159485,28707.3,21606.59,13,0,No,On_Time,Retailer,No,0
2399,491457,88462.26,74279.84,25,2,No,Delayed,Retailer,No,0
2400,188475,33925.5,31063.03,14,1,No,Delayed,Manufacturer,No,0
2401,497801,89604.18,71173.44,12,0,No,On_Time,Retailer,No,0
2402,323099,58157.82,45079.23,16,4,No,Delayed,Service,No,0
2403,226746,40814.28,28779.77,7,3,No,Delayed,Manufacturer,No,0
2404,486495,87569.1,77465.91,26,4,No,Delayed,Retailer,No,0
2405,166547,29978.46,23851.52,16,2,No,Delayed,Wholesaler,No,0
2406,293453,52821.54,51641.95,20,0,No,On_Time,Wholesaler,No,0
2407,280728,50531.04,99736.59,44,6,Yes,Delayed,Manufacturer,No,1
2408,126869,22836.42,40646.27,68,7,Yes,Delayed,Service,No,1
2409,393800,70884.0,53294.71,28,2,No,Delayed,Wholesaler,No,0
2410,191350,34443.0,38968.54,65,5,No,Delayed,Wholesaler,Yes,1
2411,99196,17855.28,12759.9,22,3,No,Delayed,Service,No,0
2412,252463,45443.34,31824.74,29,0,No,On_Time,Service,No,0
2413,95548,17198.64,14389.54,24,3,No,Delayed,Service,No,0
2414,397554,71559.72,68732.99,18,0,No,On_Time,Manufacturer,No,0
2415,247784,44601.12,38212.78,14,2,No,Delayed,Wholesaler,No,0
2416,486657,87598.26,138425.46,65,12,Yes,Delayed,Service,Yes,1
2417,272783,49100.94,47529.22,27,3,No,Delayed,Manufacturer,No,0
2418,437235,78702.3,69385.58,14,4,No,Delayed,Wholesaler,No,0
2419,34220,6159.6,5677.05,22,1,No,Delayed,Manufacturer,No,0
2420,180881,32558.58,47809.36,68,5,Yes,Delayed,Service,No,1
2421,256509,46171.62,34327.56,20,0,No,On_Time,Service,No,0
2422,90974,16375.32,16009.27,24,1,No,Delayed,Manufacturer,No,0
2423,99460,17902.8,16782.66,27,2,No,Delayed,Retailer,No,0
2424,430505,77490.9,55452.95,11,4,No,Delayed,Retailer,No,0
2425,329094,59236.92,73421.06,66,13,Yes,Delayed,Retailer,No,1
2426,241897,43541.46,75051.31,66,9,Yes,Delayed,Service,No,1
2427,75642,13615.56,10621.45,22,0,No,On_Time,Service,No,0
2428,130827,23548.86,27788.52,54,14,Yes,Delayed,Wholesaler,Yes,1
2429,116960,21052.8,19584.09,10,4,No,Delayed,Wholesaler,No,0
2430,213225,38380.5,51854.73,68,11,Yes,Delayed,Retailer,Yes,1
2431,414241,74563.38,68933.05,22,3,No,Delayed,Service,No,0
2432,134697,24245.46,22612.73,17,4,No,Delayed,Retailer,No,0
2433,159748,28754.64,27615.49,10,2,No,Delayed,Manufacturer,No,0
2434,481869,86736.42,61454.37,28,0,No,On_Time,Service,No,0
2435,353288,63591.84,47182.26,18,3,No,Delayed,Wholesaler,No,0
2436,312383,56228.94,43734.49,25,0,No,On_Time,Wholesaler,No,0
2437,234090,42136.2,30579.0,6,0,No,On_Time,Wholesaler,No,0
2438,129968,23394.24,17050.93,22,3,No,Delayed,Service,No,0
2439,116968,21054.24,18729.76,11,4,No,Delayed,Wholesaler,No,0
2440,417479,75146.22,70214.09,17,3,No,Delayed,Service,No,0
2441,419633,75533.94,117855.06,31,13,Yes,Delayed,Wholesaler,Yes,1
2442,334377,60187.86,46366.69,28,3,No,Delayed,Manufacturer,No,0
2443,161460,29062.8,26786.62,23,4,No,Delayed,Manufacturer,No,0
2444,234321,42177.78,29526.63,25,4,No,Delayed,Wholesaler,No,0
2445,104020,18723.6,26271.33,39,6,No,Delayed,Wholesaler,Yes,1
2446,386723,69610.14,57889.66,6,4,No,Delayed,Manufacturer,No,0
2447,112339,20221.02,17435.74,11,3,No,Delayed,Manufacturer,No,0
2448,28095,5057.1,6564.11,68,13,Yes,Delayed,Wholesaler,No,1
2449,63276,11389.68,21816.91,46,5,Yes,Delayed,Manufacturer,Yes,1
2450,126196,22715.28,17492.33,11,3,No,Delayed,Retailer,No,0
2451,274826,49468.68,47556.48,18,0,No,On_Time,Manufacturer,No,0
2452,384319,69177.42,63202.67,26,3,No,Delayed,Service,No,0
2453,162842,29311.56,48719.84,67,9,Yes,Delayed,Wholesaler,Yes,1
2454,400106,72019.08,50988.47,12,3,No,Delayed,Wholesaler,No,0
2455,301727,54310.86,51889.92,27,3,No,Delayed,Manufacturer,No,0
2456,20236,3642.48,7235.37,31,5,No,Delayed,Retailer,Yes,1
2457,65904,11862.72,10861.48,17,4,Yes,Delayed,Retailer,No,0
2458,133225,23980.5,20970.59,15,2,No,Delayed,Wholesaler,No,0
2459,312811,56305.98,49547.51,29,4,No,Delayed,Manufacturer,No,0
2460,305187,54933.66,46527.8,6,1,No,Delayed,Retailer,No,0
2461,358114,64460.52,50838.77,29,1,No,Delayed,Wholesaler,No,0
2462,148458,26722.44,19814.09,17,3,No,Delayed,Service,No,0
2463,195846,35252.28,33918.9,9,1,No,Delayed,Manufacturer,No,0
2464,430594,77506.92,60204.13,8,1,No,Delayed,Wholesaler,No,0
2465,55313,9956.34,16224.75,54,12,Yes,Delayed,Retailer,Yes,1
2466,285333,51359.94,46251.1,22,3,No,Delayed,Wholesaler,No,0
2467,484150,87147.0,108522.01,38,8,Yes,Delayed,Service,Yes,1
2468,447744,80593.92,61858.89,21,1,Yes,Delayed,Retailer,No,0
2469,161958,29152.44,40929.45,49,10,Yes,Delayed,Retailer,Yes,1
2470,173394,31210.92,52121.64,46,7,Yes,Delayed,Manufacturer,Yes,1
2471,30557,5500.26,4239.16,21,1,No,Delayed,Retailer,No,0
2472,52407,9433.26,6631.08,6,0,No,On_Time,Retailer,No,0
2473,406670,73200.6,137259.18,31,12,Yes,Delayed,Manufacturer,Yes,1
2474,367073,66073.14,50549.52,13,3,No,Delayed,Manufacturer,No,0
2475,387757,69796.26,65026.91,18,1,No,Delayed,Retailer,No,0
2476,48059,8650.62,6952.0,24,3,No,Delayed,Retailer,No,0
2477,98771,17778.78,27241.16,68,9,Yes,Delayed,Service,Yes,1
2478,337707,60787.26,89682.47,45,7,No,Delayed,Service,No,1
2479,202476,36445.68,60299.37,41,7,Yes,Delayed,Service,No,1
2480,490307,88255.26,71777.09,6,0,No,On_Time,Manufacturer,No,0
2481,158940,28609.2,37711.99,44,7,Yes,Delayed,Retailer,Yes,1
2482,375130,67523.4,59114.05,12,1,No,Delayed,Wholesaler,No,0
2483,341536,61476.48,49505.09,12,3,No,Delayed,Service,No,0
